Name,Brand,Category,Price,Rating,Ingredients,Description,price_category,dry_skin_compatibility,oily_skin_compatibility,sensitive_skin_compatibility,combination_skin_compatibility,normal_skin_compatibility
Glossier Cleanser So,Glossier,Cleanser,54.93,4.4,Vitamin E Niacinamide Coenzyme Q10 Green Tea Shea Butter,A revitalizing and soothing cleanser enriched with Vitamin E and Niacinamide,premium,0.5,0.5,0.5,1.0,1.0
Drunk Elephant Eyeshadow Either,Drunk Elephant,Eyeshadow,88.05,4.6,Glycerin Oatmeal Niacinamide Vitamin C Hyaluronic Acid,A calming and anti aging eyeshadow enriched with Glycerin and Oatmeal,luxury,1.0,0.5,0.5,1.0,0.5
Fenty Beauty Foundation Speech,Fenty Beauty,Foundation,67.89,3.7,Avocado Oil Centella Asiatica Ceramides Squalane Argan Oil,A clarifying and revitalizing foundation enriched with Avocado Oil and Centella Asiatica,premium,1.0,0.0,0.5,0.0,0.0
Maybelline Mask Type,Maybelline,Mask,23.6,4.1,Ceramides Hyaluronic Acid Niacinamide Antioxidants Coenzyme Q10,A mattifying and revitalizing mask enriched with Ceramides and Hyaluronic Acid,budget,1.0,0.5,0.0,1.0,1.0
CeraVe Moisturizer Everyone,CeraVe,Moisturizer,52.29,4.4,Jojoba Oil Niacinamide Hyaluronic Acid Green Tea Squalane,A calming and soothing moisturizer enriched with Jojoba Oil and Niacinamide,premium,1.0,0.5,0.5,1.0,0.0
NYX Concealer Where,NYX,Concealer,68.46,3.7,Coenzyme Q10 Hyaluronic Acid Niacinamide Peptides,A anti aging and hydrating concealer enriched with Coenzyme Q10 and Hyaluronic Acid,premium,0.5,0.5,0.0,1.0,1.0
Drunk Elephant Lipstick Show,Drunk Elephant,Lipstick,36.91,3.6,Panthenol Vitamin E Aloe Vera Avocado Oil Argan Oil Ceramides,A clarifying and revitalizing lipstick enriched with Panthenol and Vitamin E,affordable,1.0,0.0,0.5,1.0,1.0
Laneige Concealer Left,Laneige,Concealer,38.17,4.1,Squalane Aloe Vera Glycerin Niacinamide Hyaluronic Acid Vitamin E Ceramides,A brightening and calming concealer enriched with Squalane and Aloe Vera,affordable,1.0,0.5,0.5,1.0,1.0
Fenty Beauty Serum Type,Fenty Beauty,Serum,64.94,3.8,Jojoba Oil Green Tea Niacinamide Aloe Vera Vitamin E,A clarifying and revitalizing serum enriched with Jojoba Oil and Green Tea,premium,1.0,0.5,1.0,1.0,1.0
CeraVe Foundation Expect,CeraVe,Foundation,51.21,5.0,Green Tea Chamomile Madecassoside Bisabolol Salicylic Acid Glycerin,A clarifying and anti aging foundation enriched with Green Tea and Chamomile,premium,0.5,0.5,1.0,0.5,0.0
L Oreal Moisturizer Play,L Oreal,Moisturizer,77.53,4.7,Hyaluronic Acid Aloe Vera Niacinamide Glycerin Vitamin C Squalane Green Tea,A brightening and hydrating moisturizer enriched with Hyaluronic Acid and Aloe Vera,luxury,1.0,0.5,1.0,1.0,1.0
NYX Blush Tree,NYX,Blush,44.2,3.8,Aloe Vera Green Tea Vitamin E Glycerin Hyaluronic Acid Niacinamide,A nourishing and anti aging blush enriched with Aloe Vera and Green Tea,affordable,1.0,0.5,1.0,1.0,1.0
NYX Sunscreen Pay,NYX,Sunscreen,40.62,3.5,Calendula Panthenol Bisabolol Aloe Vera Green Tea Jojoba Oil Tea Tree Oil,A mattifying and hydrating sunscreen enriched with Calendula and Panthenol,affordable,1.0,0.5,1.0,1.0,0.5
CeraVe Sunscreen State,CeraVe,Sunscreen,37.25,4.7,Hyaluronic Acid Squalane Glycerin,A calming and pore minimizing sunscreen enriched with Hyaluronic Acid and Squalane,affordable,1.0,0.0,0.0,1.0,0.0
NYX Eyeshadow Draw,NYX,Eyeshadow,58.2,4.1,Vitamin E Green Tea Ceramides Niacinamide Glycerin Squalane Vitamin E,A hydrating and clarifying eyeshadow enriched with Vitamin E and Green Tea,premium,1.0,0.5,0.5,1.0,0.5
Fenty Beauty Mask Around,Fenty Beauty,Mask,34.14,4.0,Green Tea Oatmeal Madecassoside Aloe Vera Centella Asiatica,A nourishing and calming mask enriched with Green Tea and Oatmeal,affordable,0.5,0.0,1.0,0.5,0.5
Glossier Mask Himself,Glossier,Mask,88.64,4.1,Peptides Coenzyme Q10 Argan Oil Hyaluronic Acid,A hydrating and brightening mask enriched with Peptides and Coenzyme Q10,luxury,0.5,0.0,0.0,0.5,1.0
Laneige Serum Mean,Laneige,Serum,82.27,4.7,Antioxidants Hyaluronic Acid Glycerin Ceramides Jojoba Oil Aloe Vera,A soothing and pore minimizing serum enriched with Antioxidants and Hyaluronic Acid,luxury,1.0,0.0,0.5,1.0,1.0
Glossier Sunscreen Avoid,Glossier,Sunscreen,76.99,3.7,Glycerin Vitamin E,A calming and nourishing sunscreen enriched with Glycerin and Vitamin E,luxury,0.5,0.0,0.0,1.0,0.5
Innisfree Moisturizer Film,Innisfree,Moisturizer,85.26,3.1,Oatmeal Bisabolol Green Tea Allantoin Calendula,A pore minimizing and revitalizing moisturizer enriched with Oatmeal and Bisabolol,luxury,0.0,0.0,1.0,0.0,0.0
Drunk Elephant Lipstick Only,Drunk Elephant,Lipstick,27.2,3.6,Vitamin C Retinol Salicylic Acid Jojoba Oil Niacinamide Tea Tree Oil Charcoal Glycolic Acid,A pore minimizing and brightening lipstick enriched with Vitamin C and Retinol,budget,0.5,1.0,0.0,1.0,0.5
Rare Beauty Sunscreen Education,Rare Beauty,Sunscreen,69.26,3.0,Salicylic Acid Kaolin Niacinamide Glycolic Acid Zinc Retinol,A mattifying and revitalizing sunscreen enriched with Salicylic Acid and Kaolin,premium,0.0,1.0,0.0,0.5,0.0
Innisfree Cleanser Fund,Innisfree,Cleanser,87.94,4.0,Hyaluronic Acid Ceramides Jojoba Oil Vitamin E,A soothing and hydrating cleanser enriched with Hyaluronic Acid and Ceramides,luxury,1.0,0.0,0.0,1.0,0.5
Clinique Foundation Government,Clinique,Foundation,38.88,4.3,Squalane Salicylic Acid Glycerin,A anti aging and hydrating foundation enriched with Squalane and Salicylic Acid,affordable,1.0,0.5,0.0,0.5,0.0
Drunk Elephant Serum Eight,Drunk Elephant,Serum,63.91,3.6,Shea Butter Avocado Oil Niacinamide Aloe Vera,A anti aging and clarifying serum enriched with Shea Butter and Avocado Oil,premium,1.0,0.5,0.5,1.0,0.5
Neutrogena Moisturizer He,Neutrogena,Moisturizer,32.97,4.9,Niacinamide Witch Hazel Panthenol Ceramides,A soothing and clarifying moisturizer enriched with Niacinamide and Witch Hazel,affordable,0.5,1.0,0.0,0.5,0.0
Maybelline Mask Drug,Maybelline,Mask,23.9,5.0,Hyaluronic Acid Aloe Vera Vitamin E Shea Butter Salicylic Acid,A calming and nourishing mask enriched with Hyaluronic Acid and Aloe Vera,budget,1.0,0.5,0.5,1.0,1.0
Innisfree Lipstick Condition,Innisfree,Lipstick,75.42,3.2,Zinc Retinol Charcoal Niacinamide Clay Salicylic Acid,A soothing and hydrating lipstick enriched with Zinc and Retinol,luxury,0.0,1.0,0.0,0.5,0.0
CeraVe Concealer Debate,CeraVe,Concealer,45.41,3.7,Niacinamide Witch Hazel Allantoin Clay,A clarifying and revitalizing concealer enriched with Niacinamide and Witch Hazel,affordable,0.0,1.0,0.5,0.5,0.0
L Oreal Foundation Five,L Oreal,Foundation,29.5,3.3,Aloe Vera Vitamin C Niacinamide Antioxidants,A hydrating and brightening foundation enriched with Aloe Vera and Vitamin C,affordable,0.5,0.5,0.5,1.0,1.0
Glossier Foundation Impact,Glossier,Foundation,72.14,3.8,Ceramides Vitamin E Green Tea,A soothing and clarifying foundation enriched with Ceramides and Vitamin E,luxury,0.5,0.0,0.5,0.5,0.5
Neutrogena Mask Shake,Neutrogena,Mask,42.2,3.7,Niacinamide Glycerin Charcoal Witch Hazel Glycolic Acid Retinol Tea Tree Oil,A soothing and brightening mask enriched with Niacinamide and Glycerin,affordable,0.5,1.0,0.0,1.0,0.0
L Oreal Foundation Response,L Oreal,Foundation,56.18,4.5,Clay Antioxidants Ceramides Vitamin E,A brightening and revitalizing foundation enriched with Clay and Antioxidants,premium,0.5,0.5,0.0,0.5,1.0
CeraVe Cleanser Even,CeraVe,Cleanser,51.6,4.1,Argan Oil Jojoba Oil Shea Butter Avocado Oil Aloe Vera Vitamin E,A brightening and calming cleanser enriched with Argan Oil and Jojoba Oil,premium,1.0,0.0,0.5,1.0,1.0
Maybelline Blush Floor,Maybelline,Blush,67.22,4.3,Avocado Oil Vitamin E Glycerin Hyaluronic Acid,A brightening and mattifying blush enriched with Avocado Oil and Vitamin E,premium,1.0,0.0,0.0,1.0,0.5
Drunk Elephant Mask Notice,Drunk Elephant,Mask,26.79,4.2,Argan Oil Aloe Vera Aloe Vera Avocado Oil,A clarifying and brightening mask enriched with Argan Oil and Aloe Vera,budget,0.5,0.0,0.5,0.5,0.5
Innisfree Mask Machine,Innisfree,Mask,27.52,4.1,Squalane Ceramides Jojoba Oil Argan Oil Avocado Oil Aloe Vera Aloe Vera Ceramides,A soothing and hydrating mask enriched with Squalane and Ceramides,budget,1.0,0.0,0.5,1.0,0.5
Glossier Serum Another,Glossier,Serum,85.66,3.8,Jojoba Oil Aloe Vera Vitamin E Glycerin,A brightening and nourishing serum enriched with Jojoba Oil and Aloe Vera,luxury,1.0,0.0,0.5,1.0,1.0
Tatcha Blush Less,Tatcha,Blush,88.76,3.6,Niacinamide Oatmeal Madecassoside Panthenol Salicylic Acid Calendula Bisabolol Chamomile,A revitalizing and mattifying blush enriched with Niacinamide and Oatmeal,luxury,0.0,1.0,1.0,0.5,0.0
Neutrogena Sunscreen Reach,Neutrogena,Sunscreen,75.01,3.8,Kaolin Chamomile Panthenol Allantoin Calendula Green Tea Oatmeal,A clarifying and anti aging sunscreen enriched with Kaolin and Chamomile,luxury,0.0,0.0,1.0,0.0,0.0
Neutrogena Moisturizer Education,Neutrogena,Moisturizer,12.59,4.4,Charcoal Retinol Niacinamide Jojoba Oil Salicylic Acid,A anti aging and mattifying moisturizer enriched with Charcoal and Retinol,budget,0.5,1.0,0.0,1.0,0.0
L Oreal Sunscreen From,L Oreal,Sunscreen,29.66,3.6,Niacinamide Zinc Aloe Vera Vitamin E,A nourishing and calming sunscreen enriched with Niacinamide and Zinc,affordable,0.5,1.0,0.5,1.0,1.0
Neutrogena Moisturizer Central,Neutrogena,Moisturizer,42.18,4.0,Aloe Vera Jojoba Oil Green Tea Vitamin E Niacinamide Hyaluronic Acid,A clarifying and mattifying moisturizer enriched with Aloe Vera and Jojoba Oil,affordable,1.0,0.5,1.0,1.0,1.0
Glossier Blush Western,Glossier,Blush,57.01,4.5,Green Tea Peptides Hyaluronic Acid Glycerin,A hydrating and soothing blush enriched with Green Tea and Peptides,premium,1.0,0.0,0.5,1.0,0.5
Clinique Blush Could,Clinique,Blush,37.01,4.1,Glycolic Acid Retinol Coenzyme Q10 Tea Tree Oil Salicylic Acid Zinc Kaolin,A pore minimizing and clarifying blush enriched with Glycolic Acid and Retinol,affordable,0.0,1.0,0.0,0.0,0.5
NYX Sunscreen Adult,NYX,Sunscreen,61.29,4.2,Allantoin Calendula Oatmeal Glycerin Bisabolol Green Tea Madecassoside Aloe Vera,A brightening and anti aging sunscreen enriched with Allantoin and Calendula,premium,1.0,0.0,1.0,1.0,0.5
Drunk Elephant Sunscreen Talk,Drunk Elephant,Sunscreen,51.1,3.9,Salicylic Acid Panthenol Kaolin Niacinamide Clay Retinol,A nourishing and anti aging sunscreen enriched with Salicylic Acid and Panthenol,premium,0.0,1.0,0.0,0.5,0.0
Glossier Blush Current,Glossier,Blush,83.77,3.1,Aloe Vera Squalane Vitamin E Aloe Vera Ceramides,A nourishing and mattifying blush enriched with Aloe Vera and Squalane,luxury,1.0,0.0,0.5,1.0,1.0
Clinique Blush Opportunity,Clinique,Blush,13.98,3.1,Charcoal Hyaluronic Acid Clay Salicylic Acid Argan Oil Kaolin,A revitalizing and hydrating blush enriched with Charcoal and Hyaluronic Acid,budget,0.5,1.0,0.0,0.5,0.0
Laneige Blush Science,Laneige,Blush,11.49,4.0,Vitamin E Hyaluronic Acid Avocado Oil Squalane Aloe Vera Ceramides,A clarifying and soothing blush enriched with Vitamin E and Hyaluronic Acid,budget,1.0,0.0,0.5,1.0,1.0
Drunk Elephant Serum Free,Drunk Elephant,Serum,73.29,4.8,Chamomile Coenzyme Q10 Calendula Panthenol,A calming and brightening serum enriched with Chamomile and Coenzyme Q10,luxury,0.0,0.0,1.0,0.0,0.5
L Oreal Moisturizer Final,L Oreal,Moisturizer,30.87,4.5,Hyaluronic Acid Green Tea Aloe Vera,A revitalizing and calming moisturizer enriched with Hyaluronic Acid and Green Tea,affordable,1.0,0.0,1.0,1.0,0.5
Fenty Beauty Eyeshadow Around,Fenty Beauty,Eyeshadow,6.54,4.9,Green Tea Aloe Vera,A soothing and clarifying eyeshadow enriched with Green Tea and Aloe Vera,budget,0.5,0.0,1.0,0.5,0.5
L Oreal Moisturizer Edge,L Oreal,Moisturizer,16.11,4.5,Hyaluronic Acid Madecassoside Panthenol,A pore minimizing and anti aging moisturizer enriched with Hyaluronic Acid and Madecassoside,budget,0.5,0.0,0.0,0.5,0.0
Clinique Sunscreen Over,Clinique,Sunscreen,53.69,4.6,Aloe Vera Ceramides Glycerin Squalane Green Tea Hyaluronic Acid,A calming and brightening sunscreen enriched with Aloe Vera and Ceramides,premium,1.0,0.0,1.0,1.0,0.5
Fenty Beauty Sunscreen Second,Fenty Beauty,Sunscreen,38.38,3.7,Hyaluronic Acid Avocado Oil Squalane Chamomile Ceramides,A hydrating and brightening sunscreen enriched with Hyaluronic Acid and Avocado Oil,affordable,1.0,0.0,0.5,0.5,0.0
Clinique Sunscreen Unit,Clinique,Sunscreen,48.2,3.5,Ceramides Vitamin C Vitamin E Aloe Vera Hyaluronic Acid Niacinamide Madecassoside Ceramides,A pore minimizing and soothing sunscreen enriched with Ceramides and Vitamin C,affordable,1.0,0.5,0.5,1.0,1.0
L Oreal Eyeshadow Later,L Oreal,Eyeshadow,21.4,3.4,Aloe Vera Vitamin C Hyaluronic Acid Vitamin E Witch Hazel Peptides,A nourishing and clarifying eyeshadow enriched with Aloe Vera and Vitamin C,budget,1.0,0.5,0.5,1.0,1.0
Laneige Lipstick Management,Laneige,Lipstick,18.22,4.8,Jojoba Oil Hyaluronic Acid Hyaluronic Acid Squalane Avocado Oil Ceramides Glycerin,A anti aging and calming lipstick enriched with Jojoba Oil and Hyaluronic Acid,budget,1.0,0.0,0.0,1.0,0.0
Drunk Elephant Sunscreen News,Drunk Elephant,Sunscreen,16.08,4.3,Hyaluronic Acid Peptides Ceramides Panthenol Niacinamide Vitamin E Antioxidants Niacinamide,A anti aging and clarifying sunscreen enriched with Hyaluronic Acid and Peptides,budget,1.0,0.5,0.0,1.0,1.0
Rare Beauty Mask Girl,Rare Beauty,Mask,9.48,4.7,Glycolic Acid Niacinamide Salicylic Acid Tea Tree Oil Charcoal Zinc,A revitalizing and clarifying mask enriched with Glycolic Acid and Niacinamide,budget,0.0,1.0,0.0,0.5,0.0
Drunk Elephant Moisturizer Huge,Drunk Elephant,Moisturizer,73.54,4.4,Calendula Avocado Oil Aloe Vera,A revitalizing and mattifying moisturizer enriched with Calendula and Avocado Oil,luxury,0.5,0.0,1.0,0.5,0.5
Clinique Eyeshadow Need,Clinique,Eyeshadow,66.74,4.2,Aloe Vera Avocado Oil Argan Oil Clay Jojoba Oil,A revitalizing and clarifying eyeshadow enriched with Aloe Vera and Avocado Oil,premium,1.0,0.5,0.5,1.0,0.5
Drunk Elephant Concealer Kitchen,Drunk Elephant,Concealer,68.04,3.3,Panthenol Allantoin Ceramides Calendula Bisabolol Jojoba Oil Oatmeal,A clarifying and nourishing concealer enriched with Panthenol and Allantoin,premium,1.0,0.0,1.0,0.5,0.0
Rare Beauty Moisturizer Follow,Rare Beauty,Moisturizer,74.0,4.6,Chamomile Ceramides Vitamin E Aloe Vera,A calming and hydrating moisturizer enriched with Chamomile and Ceramides,luxury,1.0,0.0,1.0,1.0,1.0
Innisfree Serum Door,Innisfree,Serum,70.02,4.6,Madecassoside Ceramides Oatmeal,A anti aging and calming serum enriched with Madecassoside and Ceramides,luxury,0.5,0.0,0.5,0.0,0.0
NYX Cleanser Position,NYX,Cleanser,8.84,3.4,Green Tea Panthenol Vitamin E Tea Tree Oil,A calming and soothing cleanser enriched with Green Tea and Panthenol,budget,0.0,0.5,0.5,0.5,0.5
NYX Sunscreen Father,NYX,Sunscreen,79.92,4.2,Jojoba Oil Argan Oil Glycerin Vitamin E Squalane Witch Hazel Hyaluronic Acid Allantoin,A nourishing and soothing sunscreen enriched with Jojoba Oil and Argan Oil,luxury,1.0,0.5,0.5,1.0,0.5
Estee Lauder Eyeshadow Power,Estee Lauder,Eyeshadow,19.38,4.8,Squalane Shea Butter Glycerin Vitamin E Jojoba Oil Zinc,A anti aging and clarifying eyeshadow enriched with Squalane and Shea Butter,budget,1.0,0.5,0.0,1.0,0.5
L Oreal Lipstick Us,L Oreal,Lipstick,56.0,4.7,Vitamin E Ceramides Jojoba Oil,A calming and clarifying lipstick enriched with Vitamin E and Ceramides,premium,1.0,0.0,0.0,1.0,0.5
Laneige Moisturizer Matter,Laneige,Moisturizer,75.87,4.6,Aloe Vera Coenzyme Q10 Vitamin E Ceramides,A nourishing and brightening moisturizer enriched with Aloe Vera and Coenzyme Q10,luxury,1.0,0.0,0.5,1.0,1.0
L Oreal Sunscreen Day,L Oreal,Sunscreen,23.24,3.4,Zinc Calendula Kaolin Glycolic Acid,A clarifying and pore minimizing sunscreen enriched with Zinc and Calendula,budget,0.0,0.5,0.5,0.0,0.0
NYX Concealer Three,NYX,Concealer,15.28,3.8,Argan Oil Shea Butter Ceramides Vitamin E Calendula Niacinamide Glycerin Squalane,A hydrating and calming concealer enriched with Argan Oil and Shea Butter,budget,1.0,0.5,0.5,1.0,0.5
Maybelline Sunscreen Official,Maybelline,Sunscreen,78.83,3.4,Ceramides Peptides Hyaluronic Acid,A revitalizing and clarifying sunscreen enriched with Ceramides and Peptides,luxury,1.0,0.0,0.0,0.5,0.5
Rare Beauty Moisturizer Economy,Rare Beauty,Moisturizer,11.25,3.1,Shea Butter Argan Oil Vitamin E,A soothing and nourishing moisturizer enriched with Shea Butter and Argan Oil,budget,0.5,0.0,0.0,0.5,0.5
Glossier Blush Yet,Glossier,Blush,73.05,4.7,Jojoba Oil Aloe Vera Vitamin E Ceramides Glycerin Niacinamide,A clarifying and anti aging blush enriched with Jojoba Oil and Aloe Vera,luxury,1.0,0.5,0.5,1.0,1.0
L Oreal Cleanser Raise,L Oreal,Cleanser,74.55,4.1,Aloe Vera Vitamin E Niacinamide Hyaluronic Acid Vitamin C Ceramides,A brightening and anti aging cleanser enriched with Aloe Vera and Vitamin E,luxury,1.0,0.5,0.5,1.0,1.0
Clinique Concealer Kid,Clinique,Concealer,32.33,4.5,Vitamin E Jojoba Oil Green Tea Ceramides,A pore minimizing and brightening concealer enriched with Vitamin E and Jojoba Oil,affordable,1.0,0.0,0.5,1.0,0.5
Maybelline Concealer Special,Maybelline,Concealer,27.95,4.4,Green Tea Glycolic Acid Argan Oil Aloe Vera Avocado Oil Ceramides,A brightening and clarifying concealer enriched with Green Tea and Glycolic Acid,budget,1.0,0.0,1.0,0.5,0.5
The Ordinary Mask Expect,The Ordinary,Mask,39.46,3.3,Niacinamide Retinol Glycolic Acid Witch Hazel Ceramides Tea Tree Oil Zinc,A revitalizing and calming mask enriched with Niacinamide and Retinol,affordable,0.5,1.0,0.0,0.5,0.0
NYX Blush Whatever,NYX,Blush,25.55,3.1,Panthenol Kaolin Madecassoside,A brightening and clarifying blush enriched with Panthenol and Kaolin,budget,0.0,0.0,0.0,0.0,0.0
Estee Lauder Serum Hundred,Estee Lauder,Serum,86.63,3.1,Hyaluronic Acid Vitamin E Antioxidants Aloe Vera,A revitalizing and clarifying serum enriched with Hyaluronic Acid and Vitamin E,luxury,1.0,0.0,0.5,1.0,1.0
Rare Beauty Lipstick Model,Rare Beauty,Lipstick,21.12,4.0,Aloe Vera Chamomile Centella Asiatica Peptides Oatmeal Allantoin Madecassoside,A calming and hydrating lipstick enriched with Aloe Vera and Chamomile,budget,0.5,0.0,1.0,0.5,1.0
Innisfree Serum Court,Innisfree,Serum,84.9,4.2,Retinol Niacinamide Salicylic Acid Witch Hazel Kaolin Shea Butter,A nourishing and anti aging serum enriched with Retinol and Niacinamide,luxury,0.5,1.0,0.0,0.5,0.0
Laneige Sunscreen Child,Laneige,Sunscreen,43.63,3.7,Niacinamide Jojoba Oil Aloe Vera Hyaluronic Acid Squalane,A calming and nourishing sunscreen enriched with Niacinamide and Jojoba Oil,affordable,1.0,0.5,0.5,1.0,0.5
CeraVe Foundation Woman,CeraVe,Foundation,61.13,4.1,Niacinamide Charcoal Salicylic Acid Zinc,A nourishing and mattifying foundation enriched with Niacinamide and Charcoal,premium,0.0,1.0,0.0,0.5,0.0
Tatcha Cleanser Rich,Tatcha,Cleanser,48.01,3.0,Coenzyme Q10 Vitamin C,A revitalizing and soothing cleanser enriched with Coenzyme Q10 and Vitamin C,affordable,0.0,0.0,0.0,0.0,1.0
Neutrogena Blush Herself,Neutrogena,Blush,71.79,3.5,Jojoba Oil Niacinamide Vitamin C Ceramides Coenzyme Q10 Peptides,A calming and hydrating blush enriched with Jojoba Oil and Niacinamide,luxury,1.0,0.5,0.0,1.0,1.0
Maybelline Eyeshadow Consumer,Maybelline,Eyeshadow,43.06,3.5,Niacinamide Green Tea Oatmeal Antioxidants,A pore minimizing and anti aging eyeshadow enriched with Niacinamide and Green Tea,affordable,0.0,0.5,1.0,0.5,0.5
Rare Beauty Moisturizer Machine,Rare Beauty,Moisturizer,52.58,4.0,Jojoba Oil Argan Oil Niacinamide Ceramides Hyaluronic Acid Squalane Vitamin E Tea Tree Oil,A calming and clarifying moisturizer enriched with Jojoba Oil and Argan Oil,premium,1.0,1.0,0.0,1.0,0.5
Tatcha Cleanser Such,Tatcha,Cleanser,22.8,4.2,Jojoba Oil Niacinamide Allantoin Ceramides Squalane,A pore minimizing and mattifying cleanser enriched with Jojoba Oil and Niacinamide,budget,1.0,0.5,0.5,1.0,0.0
Maybelline Serum News,Maybelline,Serum,53.68,4.6,Antioxidants Panthenol Vitamin C,A anti aging and mattifying serum enriched with Antioxidants and Panthenol,premium,0.0,0.0,0.0,0.0,1.0
Estee Lauder Moisturizer At,Estee Lauder,Moisturizer,25.24,4.5,Witch Hazel Retinol Glycolic Acid Zinc Charcoal,A hydrating and pore minimizing moisturizer enriched with Witch Hazel and Retinol,budget,0.0,1.0,0.0,0.0,0.0
Maybelline Blush Foot,Maybelline,Blush,53.94,3.5,Squalane Glycerin Aloe Vera Ceramides Vitamin E Ceramides Shea Butter,A calming and mattifying blush enriched with Squalane and Glycerin,premium,1.0,0.0,0.5,1.0,1.0
L Oreal Lipstick Their,L Oreal,Lipstick,57.02,3.9,Niacinamide Charcoal Vitamin C Retinol,A anti aging and soothing lipstick enriched with Niacinamide and Charcoal,premium,0.0,1.0,0.0,0.5,0.5
Fenty Beauty Sunscreen House,Fenty Beauty,Sunscreen,18.54,3.1,Ceramides Avocado Oil Shea Butter Vitamin E Hyaluronic Acid Aloe Vera,A nourishing and brightening sunscreen enriched with Ceramides and Avocado Oil,budget,1.0,0.0,0.5,1.0,1.0
Maybelline Mask Yourself,Maybelline,Mask,60.11,4.8,Vitamin E Green Tea Jojoba Oil Aloe Vera Chamomile,A anti aging and brightening mask enriched with Vitamin E and Green Tea,premium,1.0,0.0,1.0,1.0,1.0
NYX Mask Common,NYX,Mask,14.04,4.6,Niacinamide Hyaluronic Acid Squalane Peptides Vitamin C Allantoin Aloe Vera,A nourishing and soothing mask enriched with Niacinamide and Hyaluronic Acid,budget,1.0,0.5,1.0,1.0,1.0
Glossier Serum Answer,Glossier,Serum,80.67,3.4,Ceramides Vitamin C Niacinamide Antioxidants Calendula Peptides Hyaluronic Acid,A mattifying and clarifying serum enriched with Ceramides and Vitamin C,luxury,1.0,0.5,0.5,1.0,1.0
Laneige Cleanser Probably,Laneige,Cleanser,59.57,4.2,Vitamin C Niacinamide Antioxidants Vitamin E Peptides Hyaluronic Acid Niacinamide,A calming and hydrating cleanser enriched with Vitamin C and Niacinamide,premium,0.5,0.5,0.0,1.0,1.0
Estee Lauder Concealer Man,Estee Lauder,Concealer,13.19,4.6,Aloe Vera Madecassoside Green Tea Chamomile Oatmeal Zinc Panthenol,A nourishing and pore minimizing concealer enriched with Aloe Vera and Madecassoside,budget,0.5,0.5,1.0,0.5,0.5
Neutrogena Serum Analysis,Neutrogena,Serum,23.96,4.2,Tea Tree Oil Salicylic Acid Glycolic Acid Ceramides Witch Hazel Zinc,A anti aging and pore minimizing serum enriched with Tea Tree Oil and Salicylic Acid,budget,0.5,1.0,0.0,0.0,0.0
Fenty Beauty Eyeshadow Should,Fenty Beauty,Eyeshadow,85.4,3.5,Panthenol Green Tea Vitamin E Shea Butter Aloe Vera Hyaluronic Acid,A calming and nourishing eyeshadow enriched with Panthenol and Green Tea,luxury,1.0,0.0,1.0,1.0,1.0
Tatcha Lipstick Order,Tatcha,Lipstick,64.71,4.0,Aloe Vera Hyaluronic Acid Peptides Vitamin C Niacinamide Shea Butter Aloe Vera,A nourishing and clarifying lipstick enriched with Aloe Vera and Hyaluronic Acid,premium,1.0,0.5,0.5,1.0,1.0
Clinique Foundation Factor,Clinique,Foundation,28.47,3.3,Vitamin C Antioxidants Hyaluronic Acid Tea Tree Oil Vitamin E Niacinamide,A anti aging and revitalizing foundation enriched with Vitamin C and Antioxidants,affordable,0.5,1.0,0.0,1.0,1.0
Tatcha Sunscreen Each,Tatcha,Sunscreen,26.86,4.2,Coenzyme Q10 Vitamin E,A anti aging and mattifying sunscreen enriched with Coenzyme Q10 and Vitamin E,budget,0.0,0.0,0.0,0.5,1.0
Fenty Beauty Sunscreen They,Fenty Beauty,Sunscreen,64.85,4.7,Retinol Niacinamide Antioxidants Zinc Charcoal Kaolin,A calming and revitalizing sunscreen enriched with Retinol and Niacinamide,premium,0.0,1.0,0.0,0.5,0.5
Innisfree Concealer Street,Innisfree,Concealer,87.53,3.2,Glycerin Aloe Vera Squalane Vitamin E Shea Butter Argan Oil,A pore minimizing and anti aging concealer enriched with Glycerin and Aloe Vera,luxury,1.0,0.0,0.5,1.0,1.0
NYX Sunscreen World,NYX,Sunscreen,63.72,4.2,Allantoin Niacinamide Bisabolol Green Tea Oatmeal Coenzyme Q10 Chamomile,A anti aging and nourishing sunscreen enriched with Allantoin and Niacinamide,premium,0.0,0.5,1.0,0.5,0.5
Glossier Moisturizer Part,Glossier,Moisturizer,81.22,3.6,Jojoba Oil Avocado Oil Argan Oil Chamomile Shea Butter Hyaluronic Acid,A anti aging and hydrating moisturizer enriched with Jojoba Oil and Avocado Oil,luxury,1.0,0.0,0.5,1.0,0.0
Glossier Blush Maintain,Glossier,Blush,13.14,4.8,Glycerin Vitamin E Niacinamide,A revitalizing and calming blush enriched with Glycerin and Vitamin E,budget,0.5,0.5,0.0,1.0,0.5
Glossier Eyeshadow Foot,Glossier,Eyeshadow,46.39,3.2,Aloe Vera Clay Witch Hazel Glycolic Acid Retinol Zinc,A hydrating and anti aging eyeshadow enriched with Aloe Vera and Clay,affordable,0.5,1.0,0.5,0.5,0.5
Tatcha Moisturizer Far,Tatcha,Moisturizer,86.08,4.0,Peptides Vitamin C Coenzyme Q10 Hyaluronic Acid,A pore minimizing and mattifying moisturizer enriched with Peptides and Vitamin C,luxury,0.5,0.0,0.0,0.5,1.0
